path,count
ng-next-app/src/app/plugins/wcp-ui/namespace/storage/namespace-pvcs/namespace-pvcs.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/storage/namespace-secrets/namespace-secrets.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/storage/policies/namespace-storage-policies.html,2
ng-next-app/src/app/plugins/wcp-ui/namespace/summary/general-card/namespace-general-card.html,2
ng-next-app/src/app/plugins/wcp-ui/namespace/summary/kubernetes-clusters-card/kubernetes-clusters-card.html,3
ng-next-app/src/app/plugins/wcp-ui/namespace/summary/namespace-summary.html,8
ng-next-app/src/app/plugins/wcp-ui/updates/renderers/cluster-upgrade-time-and-error-renderer.html,2
ng-next-app/src/app/plugins/wcp-ui/updates/wcp-updates.html,1
ng-next-app/libs/common/licensing/src/lib/add-license-wizard/add-serial-key-page.component.html,1
ng-next-app/libs/common/licensing/src/lib/add-license-wizard/controls/rename-license-detailed-control.component.html,5
ng-next-app/libs/common/licensing/src/lib/add-license-wizard/license-ready-to-complete-page.component.html,3
ng-next-app/libs/common/licensing/src/lib/subscription/subscription-issues-notification/subscription-issues-modal.component.html,1
ng-next-app/libs/common/plugin-view/src/lib/views/plugin-instance-dropdown.component.html,8
ng-next-app/libs/common/search-navigation/src/lib/search-header/search-header.html,1
ng-next-app/libs/common/search-navigation/src/lib/search-left-pane/filters/alert-filter/alert-filter.component.html,3
ng-next-app/libs/common/search-navigation/src/lib/search-left-pane/filters/custom-attributes-filter/custom-attribute-filter.html,11
ng-next-app/libs/common/search-navigation/src/lib/search-left-pane/filters/gos-filter/gos-filter.component.html,1
ng-next-app/libs/common/search-navigation/src/lib/search-left-pane/filters/power-op-filter/power-op-filter.component.html,4
ng-next-app/libs/common/search-navigation/src/lib/search-left-pane/filters/search-in-filter/search-in-filter.html,6
ng-next-app/libs/common/search-navigation/src/lib/search-left-pane/filters/tag-filter/tag-filter.html,5
ng-next-app/libs/common/search-navigation/src/lib/search-left-pane/search-left-pane.html,1
ng-next-app/libs/common/search-navigation/src/lib/search-overview/search-overview.html,3
ng-next-app/libs/features/alarms/src/lib/alarm-definitions/action-bar/alarm-definitions-action-bar-view.html,6
ng-next-app/libs/features/alarms/src/lib/alarm-definitions/alarm-definitions-view.html,6
ng-next-app/libs/features/alarms/src/lib/alarm-definitions/alarm-trigger-combo-box/alarm-trigger-combo-box.html,1
ng-next-app/libs/features/alarms/src/lib/alarm-definitions/manage-alarm-v2/actions-confirmation-modal/action-confirmation-modal.component.html,2
ng-next-app/libs/features/alarms/src/lib/alarm-definitions/manage-alarm-v2/alarm-actions/alarm-actions.html,23
ng-next-app/libs/features/alarms/src/lib/alarm-definitions/manage-alarm-v2/alarm-review/alarm-review-rules-actions/alarm-review-rules-actions.html,17
ng-next-app/libs/features/alarms/src/lib/alarm-definitions/manage-alarm-v2/alarm-review/alarm-review.html,9
ng-next-app/libs/features/alarms/src/lib/alarm-definitions/manage-alarm-v2/alarm-rule/alarm-rule.html,7
ng-next-app/libs/features/alarms/src/lib/alarm-definitions/manage-alarm-v2/alarm-severity/alarm-severity.component.html,4
ng-next-app/libs/features/alarms/src/lib/alarm-definitions/manage-alarm-v2/manage-alarm.html,41
ng-next-app/libs/features/alarms/src/lib/alarm-definitions/manage-alarm-v2/migrate-vm/migrate-vm.html,17
ng-next-app/libs/features/alarms/src/lib/alarm-definitions/selected-item-details/alarm-definitions-item-details.html,10
ng-next-app/libs/features/alarms/src/lib/triggered-alarms-ui/triggered-alarms/triggered-alarms.html,11
ng-next-app/libs/features/tagging/src/lib/categories/categories-actions.html,4
ng-next-app/libs/features/tagging/src/lib/categories/categories-grid-view.component.html,4
ng-next-app/libs/features/tagging/src/lib/common/tagging-management-type.component.html,2
ng-next-app/libs/features/tagging/src/lib/common/tagsAndCategoriesView.html,1
ng-next-app/libs/features/tagging/src/lib/tags/tag-list/assign-tags-view.component.html,6
ng-next-app/libs/features/tagging/src/lib/tags/tag-list/tags-actions.html,4
ng-next-app/libs/features/tagging/src/lib/tags/tag-list/tags-grid-view.component.html,3
ng-next-app/libs/vsphere-client/app-layout/src/lib/center-panel/center-panel.component.html,1
